업종명,업소명,지역명,소재지도로명주소,소재지지번주소,위도,경도,할인정보,업소전화번호,데이터기준일자,혜택대상,증빙자료,혜택시작일,혜택종료일,이용제한,비고,출처URL,출처유형,검증상태,수집일자
미용,수민헤어,김포시,"경기도 김포시통진읍조강로98(통진읍서암리, 1층)",,37.6929395,126.5959984,"서비스 이용료의 약30%할인 기타우대사항: 남자컷15,000원->10,000원, 일반남자컷보다 5,000원할인",031-983-2510,2026-08-15,"예비군(당해년도,모범), 복무중인 사람, 병역명문가","동원훈련이수증,모범예비군증,복무확인서,명문가증",2024-09-26,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,개성연출,동두천시,"경기도 동두천시 정장로31-12, 1층(생연동)",,,,"커트 2,000원",031-863-4570,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,고미나 헤어모드,동두천시,경기도 동두천시 동광로75-1(생연동),,,,"커트 2,000원",031-862-4203,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,김희정헤어샵,동두천시,"경기도 동두천시 지행로65, 2층(지행동)",,,,커트 10%,0507-1427-5681,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,까미헤어,동두천시,경기도 동두천시 평화로2261번길 52(지행동),,,,"커트 5,000원",031-859-4600,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,노블헤어,동두천시,"경기도 동두천시 거북마루로45, 상가동 202호(생연동)",,,,커트 20%,031-862-4321,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,리안헤어 동두천지행역점,동두천시,"경기도 동두천시 지행로56, 205호(지행동)",,,,"커트 5,000원",0507-1404-8667,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,마샹스헤어살롱,동두천시,"경기도 동두천시 중앙로134-20, 202호(지행동)",,,,"커트 3,000원",0507-1390-5021,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,박미라 헤어스토리,동두천시,경기도 동두천시 평화로2452-1(생연동),,,,"커트 2,000원",031-867-5116,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,보배헤어샵,동두천시,경기도 동두천시 중앙로286번길 21-3(생연동),,,,"커트 1,000원",031-861-9858,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,삐삐머리방,동두천시,경기도 동두천시 평화로2530번길 35(보산동),,,,"커트 2,000원",031-865-6039,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,샤론의꽃 미용아카데미,동두천시,경기도 동두천시 중앙로7번길 15(송내동),,,,커트 20%,031-821-4438,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,세아떼바버샵,동두천시,"경기도 동두천시 이담로89, 상가동 106호(지행동)",,,,"카드 5%, 현금 10%",,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,신성순 헤어아트,동두천시,"경기도 동두천시 중앙로278, 2층(생연동)",,,,"커트 3,000원",031-862-7652,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,신지미헤어라인,동두천시,경기도 동두천시 광암로33번길 13-10(광암동),,,,"커트 1,000원",031-867-2951,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,안다미로,동두천시,경기도 동두천시 지행로107번길 13(지행동),,,,"커트 4,000원",0507-1309-7605,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,에이치H헤어,동두천시,"경기도 동두천시 중앙로134-26, 1층 105호(지행동)",,,,10%,031-858-8934,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,이선희헤어샵,동두천시,"경기도 동두천시 삼육사로896, 1층(생연동)",,,,커트 20%,031-862-8359,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,이지현미용실,동두천시,경기도 동두천시 중앙로295번길 26(생연동),,,,"커트 2,000원",0507-1417-3089,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,인헤어,동두천시,"경기도 동두천시 삼육사로902, 2동 104호(생연동)",,,,"커트 2,000원",031-858-9785,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,잔디이발관,동두천시,경기도 동두천시 중앙로369(보산동),,,,"커트 3,000원",,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,쟝스헤어,동두천시,경기도 동두천시 평화로2915(상봉암동),,,,"커트 1,000원",031-865-7857,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,정헤어샾,동두천시,경기도 동두천시 동광로83-1(생연동),,,,"커트 1,000원",,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,제이제이 남성컷트전문,동두천시,경기도 동두천시 평화로2530번길 30(보산동),,,,"커트 2,000원",,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,젠틀맨,동두천시,경기도 동두천시 중앙로362번길 8(생연동),,,,"커트 2,000원",,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,차희에스 머리사랑,동두천시,경기도 동두천시 행선로98(생연동),,,,"커트 10,000원",031-863-6131,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,최재실 원헤어,동두천시,"경기도 동두천시 평화로2397번길 17, 2층(생연동)",,,,"커트 5,000원",0507-1346-7739,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,추은옥머리쟁이,동두천시,경기도 동두천시 행선로102(생연동),,,,20%,031-862-5955,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,쿨헤어샵,동두천시,경기도 동두천시 중앙로311(생연동),,,,"커트 2,000원",,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,하니머리나라,동두천시,경기도 동두천시 삼육사로1002번길 97(지행동),,,,"커트 1,000원",031-867-6674,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,헤어고,동두천시,"경기도 동두천시 중앙로230-1, 1층(생연동)",,,,커트 20%,,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,헤어바이 미정,동두천시,경기도 동두천시 중앙로265번길 8(생연동),,,,"커트 2,000원",031-858-5936,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,헤어뱅크,동두천시,"경기도 동두천시 중앙로297, 1층 104호(생연동)",,,,"커트 2,000원",,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
미용,헤어카페,동두천시,"경기도 동두천시 행선로110번길 9, 상가동 102호(생연동)",,,,커트 10%,031-868-1535,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
숙박,그린파크모텔,동두천시,경기도 동두천시 어수로91-10(생연동),,,,10%,031-862-1497,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
숙박,제이(J)모텔,동두천시,경기도 동두천시 동두천로247-13(생연동),,,,10%,031-864-4235,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,강스시,동두천시,"경기도 동두천시 어수로83번길 38, 1층(생연동)",,,,"메뉴당 1,000원",031-865-8266,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,거북이삼겹살,동두천시,"경기도 동두천시 생연로175, 1층(생연동)",,,,5%,031-864-3229,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,고기싸롱,동두천시,경기도 동두천시 평화로2313번길 7-26(지행동),,,,5%,031-867-9233,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,고봉민김밥 지행역점,동두천시,"경기도 동두천시 중앙로126, 107호(지행동)",,,,10%,031-863-2340,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,그집순대국,동두천시,"경기도 동두천시 장고갯로157, 제1동(생연동)",,,,5%,031-863-2254,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,깐부치킨 동두천지행역점,동두천시,"경기도 동두천시 중앙로134-20, 1층(지행동)",,,,5% (포장·방문),031-858-9300,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,넓은공간,동두천시,경기도 동두천시 평화로2910번길 82(상봉암동),,,,5%,031-865-6787,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,다복식당,동두천시,경기도 동두천시 생연로177(생연동),,,,5%,031-866-1463,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,다원,동두천시,경기도 동두천시 어수로102번길 6(생연동),,,,10%,031-862-0841,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,대왕미가,동두천시,경기도 동두천시 삼육사로1009(생연동),,,,5%,031-865-5346,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,대호숯불갈비,동두천시,경기도 동두천시 중앙로265번길 19(생연동),,,,10%,031-868-0092,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,동태한그릇,동두천시,경기도 동두천시 생연로155(생연동),,,,10%,031-862-0066,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,소요산명품한우식당,동두천시,경기도 동두천시 평화로2910번길 1(상봉암동),,,,5% 및 음료 서비스,031-866-8820,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,슈퍼크리스피 동두천지행점,동두천시,"경기도 동두천시 중앙로132, 105호(지행동)",,,,10%,031-862-5509,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,쌍둥이족발,동두천시,"경기도 동두천시 생연로122, 1층(생연동)",,,,10% (포장·방문),031-863-4593,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,압구정 화로구이,동두천시,"경기도 동두천시 지행로52, 108~110호(지행동)",,,,5%,0507-1482-9993,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,어멍생고기,동두천시,"경기도 동두천시 동두천로119, 1층(지행동)",,,,음료·된장찌개 서비스,0507-1430-1253,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,요리하는경더기,동두천시,"경기도 동두천시 중앙로134-20, 3층(지행동)",,,,10%,0507-1335-5030,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,우막산순대국,동두천시,경기도 동두천시 평화로2261번길 22(지행동),,,,10%,031-928-5835,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,유경장작구이,동두천시,경기도 동두천시 평화로2910번길 10(상봉암동),,,,5%,031-865-5292,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,육꼬집,동두천시,"경기도 동두천시 중앙로110-9, 106~108호(지행동)",,,,5%,031-866-1236,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,으뜸코다리냉면,동두천시,"경기도 동두천시 생연로170-2, 1층(생연동)",,,,10%,031-868-0017,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,일미담,동두천시,"경기도 동두천시 동광로73, 1층(생연동)",,,,5%,031-866-4063,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,장단콩터,동두천시,"경기도 동두천시 생연로119-1, 1층(생연동)",,,,10%,031-857-7756,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,좋은날식당,동두천시,경기도 동두천시 중앙로265번길 23(생연동),,,,15%,031-862-2716,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,처가집(부대찌개),동두천시,경기도 동두천시 어수로91-3(생연동),,,,10%,031-862-6640,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,초코파이,동두천시,경기도 동두천시 큰시장로 42(생연동),,,,10%(포장·방문),031-861-7922,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,촌가,동두천시,"경기도 동두천시 중앙로273번길 30, 1층(생연동)",,,,10%,031-857-3369,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
음식점,통큰부대찌개,동두천시,경기도 동두천시 생연로39-60(지행동),,,,10%,031-868-4270,2026-08-13,군 장병,군인 신분 확인자료(방문 전 문의),,,업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의,사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화,https://www.ddc.go.kr/ddc/contents.do?key=1570,지자체 공식 목록,A: 동두천시 공식 목록,2026-08-15
