"정본CSV행번호","업소명","소재지도로명주소","혜택근거상태","혜택문구유형","출시할인정보","출시적용대상","출시이용조건","출시인증방법","출처유형","출처URL","최근확인일","결정근거"
"156","고봉민김밥 지행역점","경기도 동두천시 중앙로126, 107호(지행동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"157","그집순대국","경기도 동두천시 장고갯로157, 제1동(생연동)","공식 최신 근거 확인","세부","5%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"159","넓은공간","경기도 동두천시 평화로2910번길 82(상봉암동)","공식 최신 근거 확인","세부","5%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"160","다복식당","경기도 동두천시 생연로177(생연동)","공식 최신 근거 확인","세부","5%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"161","다원","경기도 동두천시 어수로102번길 6(생연동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"162","대왕미가","경기도 동두천시 삼육사로1009(생연동)","공식 최신 근거 확인","세부","5%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"163","대호숯불갈비","경기도 동두천시 중앙로265번길 19(생연동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"164","동태한그릇","경기도 동두천시 생연로155(생연동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"170","요리하는경더기","경기도 동두천시 중앙로134-20, 3층(지행동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"171","우막산순대국","경기도 동두천시 평화로2261번길 22(지행동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"172","유경장작구이","경기도 동두천시 평화로2910번길 10(상봉암동)","공식 최신 근거 확인","세부","5%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"174","으뜸코다리냉면","경기도 동두천시 생연로170-2, 1층(생연동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"175","일미담","경기도 동두천시 동광로73, 1층(생연동)","공식 최신 근거 확인","세부","5%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"176","장단콩터","경기도 동두천시 생연로119-1, 1층(생연동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"177","좋은날식당","경기도 동두천시 중앙로265번길 23(생연동)","공식 최신 근거 확인","세부","15%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"178","처가집(부대찌개)","경기도 동두천시 어수로91-3(생연동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"180","촌가","경기도 동두천시 중앙로273번길 30, 1층(생연동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"181","통큰부대찌개","경기도 동두천시 생연로39-60(지행동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"182","특허받은 마늘콩짜장","경기도 동두천시 평화로 2351(생연동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"186","황주생고기","경기도 동두천시 생연로142(생연동)","공식 최신 근거 확인","세부","3%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"187","롯데리아 동두천점","경기도 동두천시 중앙로270(생연동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"188","빨간풍차제과점","경기도 동두천시 동광로78번길 4(생연동)","공식 최신 근거 확인","세부","5%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"190","청년다방","경기도 동두천시 평화로2261번길 9-6(지행동)","공식 최신 근거 확인","세부","5%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"191","커피&유","경기도 동두천시 정장로17번길 20, 1층(생연동)","공식 최신 근거 확인","세부","10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","동두천시 공식 군장병 할인업소 목록","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-09-06","동두천시 공식 목록에서 상호·주소·전화·개별 할인 일치"
"192","나포리미용실","파주시 문산읍 문향로56번길 19","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"193","라헬헤어","파주시 문산읍 문향로75번길 19-12 1층 일부","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"194","박준 뷰티랩","파주시 문산읍 방촌로 1719","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"195","샴푸의요정","파주시 문산읍 문향로 60-1","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"196","씨케이미용실(CK 헤어)","파주시 문산읍 당동2로 11-5","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"197","에이바헤어 문산당동점","파주시 문산읍 방촌로 1719-62","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"198","헤어갤러리","파주시 문산읍 문산로26번길 2","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"199","M 모텔","파주시 문산읍 문향로 87-1","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"200","로얄모텔","파주시 문산읍 문향로49번길 20","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"201","모텔청화","파주시 문산읍 문향로 69-15","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"202","59쌀피자","파주시 문산읍 문향로68번길 8 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"203","갈비도둑","파주시 문산읍 문향로39번길 8","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"204","누구나홀딱반한닭 문산당동점","파주시 문산읍 당동2로 11-5","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"205","두근두근","파주시 문산읍 당동2로 11-1","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"206","또봉이통닭(문산점)","파주시 문산읍 봉미로 19","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"207","말랭이비빔국수","파주시 문산읍 방촌로 1463","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"208","바른생고기정육점 소풍정육식당","파주시 문산읍 문향로 12 1~2층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"209","박여사미락감자탕","파주시 문산읍 봉미로 9","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"210","밥꼬 문산점","파주시 문산읍 문향로67번길 15 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"212","북촌손만두 파주문산점","파주시 문산읍 우계로 424 1층 110호","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"213","삼겹살에 소주한잔","파주시 문산읍 문향로84번길 2 2층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"214","삼산회관 파주문산점","파주시 문산읍 문향로 71","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"215","상원각","파주시 문산읍 문향로 35","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"217","쑝쑝돈까스 문산점","파주시 문산읍 문향로67번길 10 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"218","아리비스트로","파주시 문산읍 당동1로 53-5","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"219","아서원","파주시 문산읍 문향로49번길 20","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"220","육해공떠오르는집","파주시 문산읍 문향로84번길 7-1","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"221","임진강나루","파주시 문산읍 반구정로 53-51","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"222","장단가든","파주시 문산읍 임진나루길 133-12","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"223","장단콩전문점","파주시 문산읍 문향로 59 1층 일부","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"224","(주)반구정나루터집","파주시 문산읍 반구정로85번길 13","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"225","천하곱창","파주시 문산읍 문향로 81","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"226","한성회관","파주시 문산읍 당동1로 44 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
