"정본CSV행번호","업소명","시도","시군구","소재지도로명주소","소재지지번주소","혜택검토보고서","혜택검토판정","좌표감사판정","좌표감사사유","권장좌표검증상태","최초POI조회어","POI조회어","POI조회방식","POI상호","POI도로명주소","POI지번주소","감사제안위도","감사제안경도","좌표출처URL","우선순위","검토작업","검토결정","정본반영여부","검토메모"
"200","로얄모텔","경기도","파주시","파주시 문산읍 문향로49번길 20","경기도 파주시 문산읍 문산리 10-42","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","로얄모텔 파주시 문산읍 문향로49번길 20","로얄모텔 파주시 문산읍 문향로49번길 20","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"246","무진장순대국","경기도","파주시","파주시 법원읍 사임당로 816","경기도 파주시 법원읍 대능리 94-46","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","무진장순대국 파주시 법원읍 사임당로 816","무진장순대국 파주시 법원읍 사임당로 816","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"423","물고기자리","경기도","파주시","파주시 탄현면 헤이리마을길 48-48","경기도 파주시 탄현면 법흥리 1652-413","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","물고기자리 파주시 탄현면 헤이리마을길 48-48","물고기자리 파주시 탄현면 헤이리마을길 48-48","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"104","미몽 파주금촌점","경기도","파주시","파주시 동산8길 39 (금촌동)","경기도 파주시 금촌동 945-33","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","미몽 파주금촌점 파주시 동산8길 39 (금촌동)","미몽 파주금촌점 파주시 동산8길 39 (금촌동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"248","버섯집 초리골","경기도","파주시","파주시 법원읍 초리골길 12","경기도 파주시 법원읍 법원리 385-12","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","버섯집 초리골 파주시 법원읍 초리골길 12","버섯집 초리골 파주시 법원읍 초리골길 12","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"447","봉황가","경기도","파주시","파주시 파주읍 우계로 35-1","경기도 파주시 파주읍 파주리 509-4","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","봉황가 파주시 파주읍 우계로 35-1","봉황가 파주시 파주읍 우계로 35-1","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"214","삼산회관 파주문산점","경기도","파주시","파주시 문산읍 문향로 71","경기도 파주시 문산읍 문산리 6-2","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","삼산회관 파주문산점 파주시 문산읍 문향로 71","삼산회관 파주문산점 파주시 문산읍 문향로 71","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"215","상원각","경기도","파주시","파주시 문산읍 문향로 35","경기도 파주시 문산읍 문산리 15-5","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","상원각 파주시 문산읍 문향로 35","상원각 파주시 문산읍 문향로 35","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"413","상원포크","경기도","파주시","파주시 조리읍 봉천로 63","경기도 파주시 조리읍 봉일천리 179-2","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","상원포크 파주시 조리읍 봉천로 63","상원포크 파주시 조리읍 봉천로 63","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"455","샘내 손두부","경기도","파주시","파주시 파평면 청송로 551-7","경기도 파주시 파평면 덕천리 408-3","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","샘내 손두부 파주시 파평면 청송로 551-7","샘내 손두부 파주시 파평면 청송로 551-7","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"195","샴푸의요정","경기도","파주시","파주시 문산읍 문향로 60-1","경기도 파주시 문산읍 문산리 10-209","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","샴푸의요정 파주시 문산읍 문향로 60-1","샴푸의요정 파주시 문산읍 문향로 60-1","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"101","성심모텔","경기도","파주시","파주시 아동로 4-3 (금촌동)","경기도 파주시 금촌동 51-37","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","성심모텔 파주시 아동로 4-3 (금촌동)","성심모텔 파주시 아동로 4-3 (금촌동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"448","소풍N","경기도","파주시","파주시 파주읍 우계로 24","경기도 파주시 파주읍 파주리 543-6","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","소풍N 파주시 파주읍 우계로 24","소풍N 파주시 파주읍 우계로 24","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"249","솥뚜껑삼겹살","경기도","파주시","파주시 법원읍 사임당로 814","","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","솥뚜껑삼겹살 파주시 법원읍 사임당로 814","솥뚜껑삼겹살 파주시 법원읍 사임당로 814","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"392","승원장","경기도","파주시","파주시 적성면 칠중5길 8","경기도 파주시 적성면 구읍리 645-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","승원장 파주시 적성면 칠중5길 8","승원장 파주시 적성면 칠중5길 8","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"87","아레볼","경기도","파주시","파주시 소라지로 309-12 (송촌동)","경기도 파주시 송촌동 647-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","아레볼 파주시 소라지로 309-12 (송촌동)","아레볼 파주시 소라지로 309-12 (송촌동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"218","아리비스트로","경기도","파주시","파주시 문산읍 당동1로 53-5","경기도 파주시 문산읍 당동리 168","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","아리비스트로 파주시 문산읍 당동1로 53-5","아리비스트로 파주시 문산읍 당동1로 53-5","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"426","어화둥둥","경기도","파주시","파주시 탄현면 새오리로 113-46","경기도 파주시 탄현면 성동리 118","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","어화둥둥 파주시 탄현면 새오리로 113-46","어화둥둥 파주시 탄현면 새오리로 113-46","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"79","엘리스오븐","경기도","파주시","파주시 광탄면 기산로 195 1,2층","경기도 파주시 광탄면 기산리 515-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","엘리스오븐 파주시 광탄면 기산로 195 1,2층","엘리스오븐 파주시 광탄면 기산로 195 1","도로명·건물번호 보조 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"107","여명 양평해장국","경기도","파주시","파주시 번영로 36 (금촌동)","경기도 파주시 금촌동 942-11","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","여명 양평해장국 파주시 번영로 36 (금촌동)","여명 양평해장국 파주시 번영로 36 (금촌동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"108","왔다삼겹살","경기도","파주시","파주시 원앙길 26 (금촌동)","경기도 파주시 금촌동 41-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","왔다삼겹살 파주시 원앙길 26 (금촌동)","왔다삼겹살 파주시 원앙길 26 (금촌동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"253","왕가네","경기도","파주시","파주시 법원읍 법원로 20","경기도 파주시 법원읍 법원리 434-28","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","왕가네 파주시 법원읍 법원로 20","왕가네 파주시 법원읍 법원로 20","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"449","웅이네 의정부부대찌개","경기도","파주시","파주시 파주읍 파발로 9","경기도 파주시 파주읍 파주리 427-16","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","웅이네 의정부부대찌개 파주시 파주읍 파발로 9","웅이네 의정부부대찌개 파주시 파주읍 파발로 9","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"401","원조두지리매운탕 1호점","경기도","파주시","파주시 적성면 술이홀로2316번길 45","경기도 파주시 적성면 두지리 89-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","원조두지리매운탕 1호점 파주시 적성면 술이홀로2316번길 45","원조두지리매운탕 1호점 파주시 적성면 술이홀로2316번길 45","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"98","이브 헤어샵","경기도","파주시","파주시 금정14길 35 (아동동)","경기도 파주시 아동동 334-4","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","이브 헤어샵 파주시 금정14길 35 (아동동)","이브 헤어샵 파주시 금정14길 35 (아동동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"99","이정호 모델헤어","경기도","파주시","파주시 중앙로 318-1 (금촌동)","경기도 파주시 금촌동 44-21","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","이정호 모델헤어 파주시 중앙로 318-1 (금촌동)","이정호 모델헤어 파주시 중앙로 318-1 (금촌동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"115","일품양평해장국 파주검산점","경기도","파주시","파주시 평화로 330 (검산동)","경기도 파주시 검산동 135-11","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","일품양평해장국 파주검산점 파주시 평화로 330 (검산동)","일품양평해장국 파주검산점 파주시 평화로 330 (검산동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"403","임진강매운탕","경기도","파주시","파주시 적성면 술이홀로2316번길 39","경기도 파주시 적성면 두지리 88-3","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","임진강매운탕 파주시 적성면 술이홀로2316번길 39","임진강매운탕 파주시 적성면 술이홀로2316번길 39","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"457","임진강수라상","경기도","파주시","파주시 파평면 화석정로 101","경기도 파주시 파평면 율곡리 581","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","임진강수라상 파주시 파평면 화석정로 101","임진강수라상 파주시 파평면 화석정로 101","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"222","장단가든","경기도","파주시","파주시 문산읍 임진나루길 133-12","경기도 파주시 문산읍 임진리 8-72","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","장단가든 파주시 문산읍 임진나루길 133-12","장단가든 파주시 문산읍 임진나루길 133-12","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"405","장단콩퇴골두부","경기도","파주시","파주시 적성면 칠중3길 145","경기도 파주시 적성면 마지리 19-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","장단콩퇴골두부 파주시 적성면 칠중3길 145","장단콩퇴골두부 파주시 적성면 칠중3길 145","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"430","전라도갈치찜전문점","경기도","파주시","파주시 탄현면 매봉길 12","경기도 파주시 탄현면 성동리 52-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","전라도갈치찜전문점 파주시 탄현면 매봉길 12","전라도갈치찜전문점 파주시 탄현면 매봉길 12","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"110","중국성","경기도","파주시","파주시 아동로 13 (금촌동)","경기도 파주시 금촌동 42-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","중국성 파주시 아동로 13 (금촌동)","중국성 파주시 아동로 13 (금촌동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"451","짜장마을","경기도","파주시","파주시 파주읍 술이홀로 463","경기도 파주시 파주읍 연풍리 279-9","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","짜장마을 파주시 파주읍 술이홀로 463","짜장마을 파주시 파주읍 술이홀로 463","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"407","짱미엔","경기도","파주시","파주시 적성면 솥뒤로 14-1","경기도 파주시 적성면 마지리 45-12","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","짱미엔 파주시 적성면 솥뒤로 14-1","짱미엔 파주시 적성면 솥뒤로 14-1","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"257","차향만당","경기도","파주시","파주시 법원읍 초리골길 70","경기도 파주시 법원읍 법원리 388-6","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","차향만당 파주시 법원읍 초리골길 70","차향만당 파주시 법원읍 초리골길 70","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"225","천하곱창","경기도","파주시","파주시 문산읍 문향로 81","경기도 파주시 문산읍 선유리 955-19","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","천하곱창 파주시 문산읍 문향로 81","천하곱창 파주시 문산읍 문향로 81","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"433","청송마루","경기도","파주시","파주시 탄현면 방촌로 1071","경기도 파주시 탄현면 낙하리 53-6","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","청송마루 파주시 탄현면 방촌로 1071","청송마루 파주시 탄현면 방촌로 1071","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"263","초리골 제빵소","경기도","파주시","파주시 법원읍 초리골길 77","경기도 파주시 법원읍 법원리 389-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","초리골 제빵소 파주시 법원읍 초리골길 77","초리골 제빵소 파주시 법원읍 초리골길 77","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"258","초리연","경기도","파주시","파주시 법원읍 초리골길 357-18","경기도 파주시 법원읍 법원리 112-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","초리연 파주시 법원읍 초리골길 357-18","초리연 파주시 법원읍 초리골길 357-18","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"435","최고야짬뽕","경기도","파주시","파주시 탄현면 필승로 490","경기도 파주시 탄현면 성동리 663-5","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","최고야짬뽕 파주시 탄현면 필승로 490","최고야짬뽕 파주시 탄현면 필승로 490","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"227","커피베이스","경기도","파주시","파주시 문산읍 독산로 48","경기도 파주시 문산읍 문산리 63-3","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","커피베이스 파주시 문산읍 독산로 48","커피베이스 파주시 문산읍 독산로 48","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"102","테마모텔","경기도","파주시","파주시 중앙로 272 (금촌동)","경기도 파주시 금촌동 768-14","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","테마모텔 파주시 중앙로 272 (금촌동)","테마모텔 파주시 중앙로 272 (금촌동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"260","통일식당","경기도","파주시","파주시 법원읍 사임당로 842","경기도 파주시 법원읍 대능리 84-51","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","통일식당 파주시 법원읍 사임당로 842","통일식당 파주시 법원읍 사임당로 842","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"458","한우리매운탕","경기도","파주시","파주시 파평면 장승배기로 173-8","경기도 파주시 파평면 율곡리 277-3","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","한우리매운탕 파주시 파평면 장승배기로 173-8","한우리매운탕 파주시 파평면 장승배기로 173-8","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"437","해민도예","경기도","파주시","파주시 탄현면 새오리로 209-19","경기도 파주시 탄현면 대동리 93-11","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","해민도예 파주시 탄현면 새오리로 209-19","해민도예 파주시 탄현면 새오리로 209-19","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"86","해울한정식","경기도","파주시","파주시 지목로 65 (신촌동)","경기도 파주시 신촌동 70-16","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","해울한정식 파주시 지목로 65 (신촌동)","해울한정식 파주시 지목로 65 (신촌동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"198","헤어갤러리","경기도","파주시","파주시 문산읍 문산로26번길 2","경기도 파주시 문산읍 문산리 42-23","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","헤어갤러리 파주시 문산읍 문산로26번길 2","헤어갤러리 파주시 문산읍 문산로26번길 2","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"100","헤어그린","경기도","파주시","파주시 새꽃로 208 (아동동)","경기도 파주시 아동동 356-2","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","헤어그린 파주시 새꽃로 208 (아동동)","헤어그린 파주시 새꽃로 208 (아동동)","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"421","DMZ장단콩두부마을","경기도","파주시","파주시 탄현면 평화로 902","경기도 파주시 탄현면 성동리 279","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","DMZ장단콩두부마을 파주시 탄현면 평화로 902","DMZ장단콩두부마을 파주시 탄현면 평화로 902","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"199","M 모텔","경기도","파주시","파주시 문산읍 문향로 87-1","경기도 파주시 문산읍 선유리 950-85","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","M 모텔 파주시 문산읍 문향로 87-1","M 모텔 파주시 문산읍 문향로 87-1","전체 주소 검색","","","","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"154","거북이삼겹살","경기도","동두천시","경기도 동두천시 생연로175, 1층(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","거북이삼겹살 경기도 동두천시 생연로175, 1층(생연동)","거북이삼겹살 경기도 동두천시 생연로175","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
