"정본CSV행번호","업소명","소재지도로명주소","기존전화번호","기존할인정보","공식업소명","공식주소","공식전화번호","공식출처URL","상호주소일치","전화일치","혜택상세검증","판정","검토결정","정본반영여부"
"236","이혜숙헤어","파주시 법원읍 사임당로 839 1층","","10% 할인","이혜숙헤어","파주시 법원읍 사임당로 839 1층","-","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","True","False","참여 목록은 일치하나 개별 할인 조건 미기재","상세정보 재확인 필요","미검토","아니오"
"237","자유미용실","파주시 법원읍 사임당로 841-1 1층","031-958-5559","10% 할인","자유미용실","파주시 법원읍 사임당로 841-1 1층","031-958-5559","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"238","챠밍미용실","파주시 법원읍 사임당로857번길 6-1 1층","031-959-5341","10% 할인","챠밍미용실","파주시 법원읍 사임당로857번길 6-1 1층","031-959-5341","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"239","BBQ파주법원점","파주시 법원읍 사임당로 821-2 1층","031-958-5515","10%이상 서비스제공","BBQ파주법원점","파주시 법원읍 사임당로 821-2 1층","031-958-5515","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"240","김밥나라","파주시 법원읍 사임당로 839","031-959-0526","음료수 제공 또는 공기밥 무료","김밥나라","파주시 법원읍 사임당로 839","031-959-0526","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"241","네네치킨","파주시 법원읍 사임당로 791","031-959-1017","음료수 또는 치즈볼 제공","네네치킨","파주시 법원읍 사임당로 791","031-959-1017","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"242","능심","파주시 법원읍 애룡길 168 1층","0507-1393-8253","10% 할인","능심","파주시 법원읍 애룡길 168 1층","0507-1393-8253","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"243","대가감자탕","파주시 법원읍 술이홀로 873 1층","031-959-9285","음료수 제공","대가감자탕","파주시 법원읍 술이홀로 873 1층","031-959-9285","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"244","대덕가든","파주시 법원읍 애룡길 175 1층","031-959-7788","10% 할인","대덕가든","파주시 법원읍 애룡길 175 1층","031-959-7788","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"245","로얄치킨/곱창매니아","파주시 법원읍 술이홀로 890-3","031-958-4214","음료수 제공 또는 10%할인","로얄치킨/곱창매니아","파주시 법원읍 술이홀로 890-3","031-958-4214","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"246","무진장순대국","파주시 법원읍 사임당로 816","031-958-8446","음료수 제공","무진장순대국","파주시 법원읍 사임당로 816","031-958-8446","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"247","바다수퍼 해물천하 조개구이.찜","파주시 법원읍 사임당로 820","031-958-5277","음료수 제공","바다수퍼 해물천하 조개구이.찜","파주시 법원읍 사임당로 820","031-958-5277","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"248","버섯집 초리골","파주시 법원읍 초리골길 12","031-958-6200","공기밥 제공","버섯집 초리골","파주시 법원읍 초리골길 12","031-958-6200","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"249","솥뚜껑삼겹살","파주시 법원읍 사임당로 814","031-958-1971","10% 이상 할인 또는 그에 상응하는 서비스(업소별 상세는 사전 확인)","솥뚜껑삼겹살","파주시 법원읍 사임당로 814","031-958-1971","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"250","숙성사돈 파주 법원리 본점","파주시 법원읍 술이홀로 888-2 1층","031-958-1253","음료수 제공+10%할인","숙성사돈 파주 법원리 본점","파주시 법원읍 술이홀로 888-2 1층","031-958-1253","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"251","신양꼬치&마라탕","파주시 법원읍 술이홀로 868-2 1층","0507-1306-0792","10% 할인","신양꼬치&마라탕","파주시 법원읍 술이홀로 868-2 1층","0507-1306-0792","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"252","오태식해바라기치킨","파주시 법원읍 사임당로 844","031-958-1180","5%할인","오태식해바라기치킨","파주시 법원읍 사임당로 844","031-958-1180","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"253","왕가네","파주시 법원읍 법원로 20","070-4084-2788","음료수 제공 또는 10%할인","왕가네","파주시 법원읍 법원로 20","070-4084-2788","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"254","장단콩콩사임당두부 3호점","파주시 법원읍 애룡길 179-6 1층","","10% 할인","장단콩콩사임당두부 3호점","파주시 법원읍 애룡길 179-6 1층","-","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","False","참여 목록은 일치하나 개별 할인 조건 미기재","상세정보 재확인 필요","미검토","아니오"
"255","종단 아구찜","파주시 법원읍 법원로 21 가동","031-959-2333","공기밥 또는 음료수 제공","종단 아구찜","파주시 법원읍 법원로 21 가동","031-959-2333","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"256","(주)함지박","파주시 법원읍 사임당로 800-8","031-958-9295","음료수 제공","(주)함지박","파주시 법원읍 사임당로 800-8","031-958-9295","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"257","차향만당","파주시 법원읍 초리골길 70","031-958-3320","10%할인","차향만당","파주시 법원읍 초리골길 70","031-958-3320","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"258","초리연","파주시 법원읍 초리골길 357-18","031-959-2179","10~15%할인","초리연","파주시 법원읍 초리골길 357-18","031-959-2179","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"259","콩마루 사임당두부","파주시 법원읍 사임당로 808-1 1층","031-935-0609","10%이상 서비스제공","콩마루 사임당두부","파주시 법원읍 사임당로 808-1 1층","031-935-0609","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"260","통일식당","파주시 법원읍 사임당로 842","031-958-5353","10%할인","통일식당","파주시 법원읍 사임당로 842","031-958-5353","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"261","훌랄라","파주시 법원읍 사임당로 820 1층","031-959-1182","10% 할인","훌랄라","파주시 법원읍 사임당로 820 1층","031-959-1182","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"262","7042 카페","파주시 법원읍 사임당로770번길 27 1층","","10% 할인","7042 카페","파주시 법원읍 사임당로770번길 27 1층","-","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","False","참여 목록은 일치하나 개별 할인 조건 미기재","상세정보 재확인 필요","미검토","아니오"
"263","초리골 제빵소","파주시 법원읍 초리골길 77","031-958-9522","20%할인","초리골 제빵소","파주시 법원읍 초리골길 77","031-958-9522","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"264","커피먹고가세","파주시 법원읍 애룡길 179-11 1층","","10% 할인","커피먹고가세","파주시 법원읍 애룡길 179-11 1층","-","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","False","참여 목록은 일치하나 개별 할인 조건 미기재","상세정보 재확인 필요","미검토","아니오"
"265","테라스커피(애룡커피테라스)","파주시 법원읍 애룡길 179 1층","0507-1396-3680","10% 할인","테라스커피(애룡커피테라스)","파주시 법원읍 애룡길 179 1층","0507-1396-3680","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"374","비비큐 파주운정스타필드점","파주시 경의로1240번길 14-11 (와동동)","0507-1478-5077","10% 할인","비비큐 파주운정스타필드점","파주시 경의로1240번길 14-11 (와동동)","0507-1478-5077","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"375","삼산회관 파주운정가람마을점","파주시 가람로51번길 16-30 (와동동) 102호","","10% 할인","삼산회관 파주운정가람마을점","파주시 가람로51번길 16-30 (와동동) 102호","-","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","False","참여 목록은 일치하나 개별 할인 조건 미기재","상세정보 재확인 필요","미검토","아니오"
"376","육심외할머니가든","파주시 경의로1240번길 14-11 (와동동) 204호","070-7710-9292","10% 이상 할인 또는 그에 상응하는 서비스(업소별 상세는 사전 확인)","육심외할머니가든","파주시 경의로1240번길 14-11 (와동동) 204호","070-7710-9292","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"377","촉촉베이커리 앤 카페","파주시 가람로21번길 47 (와동동) 1층 일부","031-913-0110","10%할인","촉촉베이커리 앤 카페","파주시 가람로21번길 47 (와동동) 1층 일부","031-913-0110","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"378","밥꼬 운정점","파주시 산내로104번길 21-3 (목동동) 1층","031-946-0096","소주 무료","밥꼬 운정점","파주시 산내로104번길 21-3 (목동동) 1층","031-946-0096","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"379","해녀밥상","파주시 청암로17번길 25 (목동동) 204호","070-8987-8899","10%할인","해녀밥상","파주시 청암로17번길 25 (목동동) 204호","070-8987-8899","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"380","또오리","파주시 경의로 999-1 (야당동)","031-942-5295","10%할인","또오리","파주시 경의로 999-1 (야당동)","031-942-5295","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"381","삼산회관 파주야당점","파주시 경의로 1030 (야당동) 1층 107호","031-943-6265","메인메뉴 10% 할인","삼산회관 파주야당점","파주시 경의로 1030 (야당동) 1층 107호","031-943-6265","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"382","숙성사돈 운정역점","파주시 경의로1240번길 15 (와동동) 유은타워9차 101, 102호","031-941-1254","테이블당 음료제공+5%할인","숙성사돈 운정역점","파주시 경의로1240번길 15 (와동동) 유은타워9차 101, 102호","031-941-1254","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"383","양복점 파주야당점","파주시 소리천로8번길 36 (야당동) 106~107호","0507-1378-2394","10% 할인","양복점 파주야당점","파주시 소리천로8번길 36 (야당동) 106~107호","0507-1378-2394","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"384","브런치빈 파주점","파주시 경의로 1090 (야당동) 802,803호","031-949-0803","사이드 메뉴 제공","브런치빈 파주점","파주시 경의로 1090 (야당동) 802,803호","031-949-0803","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"385","말랭이국수","파주시 월롱면 통일로 725 1층 일부","031-945-7772","음료수 제공","말랭이국수","파주시 월롱면 통일로 725 1층 일부","031-945-7772","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"391","예원헤어크레앙스","파주시 적성면 솥뒤로 16","031-959-8877","10%할인","예원헤어크레앙스","파주시 적성면 솥뒤로 16","031-959-8877","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"392","승원장","파주시 적성면 칠중5길 8","031-959-4347","10%할인","승원장","파주시 적성면 칠중5길 8","031-959-4347","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"393","감악산한우마을구이식당","파주시 적성면 솥뒤로 38-1","031-959-4992","카드 5%할인+현금 10%할인","감악산한우마을구이식당","파주시 적성면 솥뒤로 38-1","031-959-4992","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"394","그때그집","파주시 적성면 솥뒤로 15","031-958-8246","5%할인","그때그집","파주시 적성면 솥뒤로 15","031-958-8246","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"395","능이백숙오리닭칼국수","파주시 적성면 칠중2길 144","031-959-3487","찰밥 또는 국수 제공","능이백숙오리닭칼국수","파주시 적성면 칠중2길 144","031-959-3487","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"396","두지리강촌매운탕","파주시 적성면 술이홀로2316번길 31","031-959-3858","5%할인","두지리강촌매운탕","파주시 적성면 술이홀로2316번길 31","031-959-3858","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"397","두지리별장매운탕","파주시 적성면 술이홀로2316번길 18","031-959-3865","5~10%할인","두지리별장매운탕","파주시 적성면 술이홀로2316번길 18","031-959-3865","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"398","명랑핫도그 적성점","파주시 적성면 청송로 1022 1층","031-958-5558","10%할인","명랑핫도그 적성점","파주시 적성면 청송로 1022 1층","031-958-5558","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"399","산아래","파주시 적성면 감악산로1241번길 56","031-959-0818","음료수 제공","산아래","파주시 적성면 감악산로1241번길 56","031-959-0818","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"400","용화반점","파주시 적성면 솥뒤로 28 1층","031-959-4055","배달 시 음료수+만두 제공","용화반점","파주시 적성면 솥뒤로 28 1층","031-959-4055","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"401","원조두지리매운탕 1호점","파주시 적성면 술이홀로2316번길 45","031-959-5377","10%할인","원조두지리매운탕 1호점","파주시 적성면 술이홀로2316번길 45","031-959-5377","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"402","유진참치","파주시 적성면 감악산로 1226","031-959-3309","음료수 제공","유진참치","파주시 적성면 감악산로 1226","031-959-3309","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"403","임진강매운탕","파주시 적성면 술이홀로2316번길 39","031-959-3859","5%할인","임진강매운탕","파주시 적성면 술이홀로2316번길 39","031-959-3859","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"404","임진강 인천식당 한우마을","파주시 적성면 솥뒤로37번길 4","031-959-3665","공기밥+음료수 제공","임진강 인천식당 한우마을","파주시 적성면 솥뒤로37번길 4","031-959-3665","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"405","장단콩퇴골두부","파주시 적성면 칠중3길 145","031-959-4023","5~10%할인","장단콩퇴골두부","파주시 적성면 칠중3길 145","031-959-4023","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"406","장수인삼족발보쌈","파주시 적성면 칠중3길 15 1층","031-958-4091","5%할인","장수인삼족발보쌈","파주시 적성면 칠중3길 15 1층","031-958-4091","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"407","짱미엔","파주시 적성면 솥뒤로 14-1","031-958-2670","음료수+군만두 제공+곱빼기","짱미엔","파주시 적성면 솥뒤로 14-1","031-958-2670","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"408","탕수육","파주시 적성면 청송로 1061 1층","031-959-3569","곱빼기(2000원 할인) 또는 음료수 제공","탕수육","파주시 적성면 청송로 1061 1층","031-959-3569","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"409","파주연천축협 정육식당","파주시 적성면 솥뒤로 32-2","031-958-6898","음료수 제공+20%할인","파주연천축협 정육식당","파주시 적성면 솥뒤로 32-2","031-958-6898","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"410","현대식당","파주시 적성면 청송로 1039","031-959-3953","음료수 제공","현대식당","파주시 적성면 청송로 1039","031-959-3953","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"411","화정족발 적성점","파주시 적성면 청송로 1027","031-958-1127","음료수 제공","화정족발 적성점","파주시 적성면 청송로 1027","031-958-1127","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"412","애플트리","파주시 적성면 국사로 293","","10%할인","애플트리","파주시 적성면 국사로 293","-","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","False","참여 목록은 일치하나 개별 할인 조건 미기재","상세정보 재확인 필요","미검토","아니오"
"413","상원포크","파주시 조리읍 봉천로 63","031-949-5100","10%할인","상원포크","파주시 조리읍 봉천로 63","031-949-5100","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"414","샤브올데이 파주봉일천점","파주시 조리읍 통일로 292 1층","031-942-0310","10%할인","샤브올데이 파주봉일천점","파주시 조리읍 통일로 292 1층","031-942-0310","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"415","굿타임","파주시 탄현면 새오리로161번길 53-34","031-942-6858","10%이상 할인(숙박요금 70000→60000원)","굿타임","파주시 탄현면 새오리로161번길 53-34","031-942-6858","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"416","벨리타","파주시 탄현면 새오리로161번길 53-28","031-942-5858","10%이상 할인(숙박요금 70000→60000원)","벨리타","파주시 탄현면 새오리로161번길 53-28","031-942-5858","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"417","파주풀빌라워라밸호스텔","파주시 탄현면 엘지로 709","","10%할인","파주풀빌라워라밸호스텔","파주시 탄현면 엘지로 709","-","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","True","False","참여 목록은 일치하나 개별 할인 조건 미기재","상세정보 재확인 필요","미검토","아니오"
"418","피카소","파주시 탄현면 성동로 34","031-947-5512","20%할인","피카소","파주시 탄현면 성동로 34","031-947-5512","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"419","헤이리풀빌라워라밸호스텔","파주시 탄현면 샘철길 38-12","031-949-7602","10%할인","헤이리풀빌라워라밸호스텔","파주시 탄현면 샘철길 38-12","031-949-7602","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"420","호텔위즈","파주시 탄현면 성동로 20-45","031-949-9046","10%할인","호텔위즈","파주시 탄현면 성동로 20-45","031-949-9046","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"421","DMZ장단콩두부마을","파주시 탄현면 평화로 902","031-957-9820","10%할인","DMZ장단콩두부마을","파주시 탄현면 평화로 902","031-957-9820","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"422","더위즈(The WIZ)","파주시 탄현면 성동로 20-45","031-944-7779","20~30%할인","더위즈(The WIZ)","파주시 탄현면 성동로 20-45","031-944-7779","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"423","물고기자리","파주시 탄현면 헤이리마을길 48-48","031-941-2695","10% 할인","물고기자리","파주시 탄현면 헤이리마을길 48-48","031-941-2695","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"424","베로키오","파주시 탄현면 새오리로 74","031-945-3071","10%할인","베로키오","파주시 탄현면 새오리로 74","031-945-3071","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"425","복드림한우고기","파주시 탄현면 새오리로 48","031-944-8060","5%할인","복드림한우고기","파주시 탄현면 새오리로 48","031-944-8060","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"426","어화둥둥","파주시 탄현면 새오리로 113-46","031-945-1128","10%할인","어화둥둥","파주시 탄현면 새오리로 113-46","031-945-1128","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"427","옛날시골밥상","파주시 탄현면 새오리로 10","031-945-5957","음료수 제공","옛날시골밥상","파주시 탄현면 새오리로 10","031-945-5957","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
