"업종명","업소명","시도","시군구","소재지도로명주소","소재지지번주소","위도","경도","좌표출처","좌표출처URL","좌표검증상태","할인정보","적용대상","이용조건","인증방법","업소전화번호","출처유형","출처URL","최근확인일","혜택상태","수집자","비고"
"카페","구름상상(산본점)","경기도","군포시","경기도 군포시산본천로199- 5(산본동)","","37.370768","126.939422","","","재확인 필요","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-05~","동원훈련이수증,모범예비군증,복무확인서 등","010-5395-8477","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"카페","문이네 카페","경기도","군포시","경기도 군포시수리산로203번안길40103,104호(산본동)","","37.3674275","126.926006","","","재확인 필요","서비스 이용료의 5% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-09-19~","동원훈련이수증,모범예비군증,복무확인서 등","0507-1423-2780","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"카페","야미커피","경기도","군포시","경기도 군포시대야1로6번길22- 2103호(대야미동)","","37.327487","126.917483","","","재확인 필요","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-05~","동원훈련이수증,모범예비군증,복무확인서 등","010-9348-3927","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"카페","카카오가든","경기도","군포시","경기도 군포시대야1로192층 (대야미동)","","37.327147","126.917394","","","재확인 필요","서비스 이용료의 10% 할인","동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","없음 | 혜택기간: 2024-06-11~","동원훈련이수증,모범예비군증,복무확인서 등","0507-1398-9434","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"미용·뷰티","금헤어","경기도","파주시","파주시 금정4길 16 (금촌동)","경기도 파주시 금촌동 786-11","37.7566044283","126.7772154948","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-944-5695","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","이브 헤어샵","경기도","파주시","파주시 금정14길 35 (아동동)","경기도 파주시 아동동 334-4","37.7606061753","126.7765131641","","","재확인 필요","20%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-941-1235","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","이정호 모델헤어","경기도","파주시","파주시 중앙로 318-1 (금촌동)","경기도 파주시 금촌동 44-21","37.7640668727","126.7748583907","","","재확인 필요","10%이상 할인(컷트 17000원→15000원)","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-948-9439","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","헤어그린","경기도","파주시","파주시 새꽃로 208 (아동동)","경기도 파주시 아동동 356-2","37.7656719111","126.7756464988","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-943-6825","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"숙박","성심모텔","경기도","파주시","파주시 아동로 4-3 (금촌동)","경기도 파주시 금촌동 51-37","37.7637740874","126.7754869904","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-949-8644","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"숙박","테마모텔","경기도","파주시","파주시 중앙로 272 (금촌동)","경기도 파주시 금촌동 768-14","37.7603522554","126.777593734","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-944-5986","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","덕성원","경기도","파주시","파주시 명동길 43 (금촌동)","경기도 파주시 금촌동 323-10","37.7631137387","126.7728840778","","","재확인 필요","음료수 제공 또는 5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-941-2226","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","미몽 파주금촌점","경기도","파주시","파주시 동산8길 39 (금촌동)","경기도 파주시 금촌동 945-33","37.7579932672","126.7723132633","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-937-8212","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","바삭옛날통닭","경기도","파주시","파주시 새꽃로 25 (금촌동) 103호","","37.752189","126.7683851","Geocoding API","https://map.naver.com/p/search/%EB%B0%94%EC%82%AD%EC%98%9B%EB%82%A0%ED%86%B5%EB%8B%AD%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%83%88%EA%BD%83%EB%A1%9C%2025%20%EB%A1%9C%EC%96%84%ED%94%84%EB%9D%BC%EC%9E%90","확인 완료","10% 이상 할인 또는 그에 상응하는 서비스(업소별 상세는 사전 확인)","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-942-9949","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 공식 현황 신규/변경 행; 상세 할인은 공통 사업기준; 원 공공데이터 기준일 2026-08-15"
"음식","소담촌","경기도","파주시","파주시 후곡로 19 (금촌동) 3층 전부","경기도 파주시 금촌동 953-5","37.755745083","126.7739012362","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-944-8698","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","여명 양평해장국","경기도","파주시","파주시 번영로 36 (금촌동)","경기도 파주시 금촌동 942-11","37.7578969172","126.7693290127","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-946-8001","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","왔다삼겹살","경기도","파주시","파주시 원앙길 26 (금촌동)","경기도 파주시 금촌동 41-1","37.7650139221","126.7758279169","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-944-9254","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","이승옥 냉 돈돼지","경기도","파주시","파주시 평화로 8 (금촌동)","경기도 파주시 금촌동 946-20","37.7587148024","126.7732232209","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","중국성","경기도","파주시","파주시 아동로 13 (금촌동)","경기도 파주시 금촌동 42-1","37.7647723105","126.7762213262","","","재확인 필요","1000원 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-946-7983","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"카페","커피에반하다(금촌역점)","경기도","파주시","파주시 새꽃로 200 (금촌동) 1층","경기도 파주시 금촌동 329-223","37.7653013325","126.7747898445","","","재확인 필요","마카롱 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-945-4145","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","미술관속 족발집","경기도","파주시","파주시 한마음1길 43 (금촌동) 2층","경기도 파주시 금촌동 960-7","37.7573146752","126.7706943956","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-949-2345","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","소스와 꼬꼬","경기도","파주시","파주시 한마음1길 40 (금촌동)","경기도 파주시 금촌동 959-11","37.7572990842","126.771062913","","","재확인 필요","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-948-5527","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","할머니가래떡볶이(금촌점)","경기도","파주시","파주시 한마음1길 9 (금촌동) 광성프라자 105호","경기도 파주시 금촌동 246-23","37.7557078877","126.7705984734","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-944-9920","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","일품양평해장국 파주검산점","경기도","파주시","파주시 평화로 330 (검산동)","경기도 파주시 검산동 135-11","37.7727583399","126.7458659391","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-944-4866","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","파주새말육심","경기도","파주시","파주시 정담길 41 (아동동) 1층","","37.7699665","126.7768771","Geocoding API","https://map.naver.com/p/search/%ED%8C%8C%EC%A3%BC%EC%83%88%EB%A7%90%EC%9C%A1%EC%8B%AC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%A0%95%EB%8B%B4%EA%B8%B8%2041%20%EC%98%81%EC%B0%BD%EB%B9%8C%EB%94%A9","확인 완료","10% 이상 할인 또는 그에 상응하는 서비스(업소별 상세는 사전 확인)","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-946-8895","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 공식 현황 신규/변경 행; 상세 할인은 공통 사업기준; 원 공공데이터 기준일 2026-08-15"
"미용·뷰티","수민헤어","경기도","김포시","경기도 김포시통진읍조강로98(통진읍서암리, 1층)","","37.6929395","126.5959984","","","재확인 필요","서비스 이용료의 약30%할인 기타우대사항: 남자컷15,000원->10,000원, 일반남자컷보다 5,000원할인","예비군(당해년도,모범), 복무중인 사람, 병역명문가","없음 | 혜택기간: 2024-09-26~","동원훈련이수증,모범예비군증,복무확인서,명문가증","031-983-2510","공공데이터","https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357","2026-08-15","이용 가능","ilwoo-maker",""
"미용·뷰티","개성연출","경기도","동두천시","경기도 동두천시 정장로31-12, 1층(생연동)","","37.9047658","127.054556","Geocoding API","https://map.naver.com/p/search/%EA%B0%9C%EC%84%B1%EC%97%B0%EC%B6%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A0%95%EC%9E%A5%EB%A1%9C%2031-12","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-863-4570","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","고미나 헤어모드","경기도","동두천시","경기도 동두천시 동광로75-1(생연동)","","37.9089353","127.0566985","Geocoding API","https://map.naver.com/p/search/%EA%B3%A0%EB%AF%B8%EB%82%98%20%ED%97%A4%EC%96%B4%EB%AA%A8%EB%93%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EB%8F%99%EA%B4%91%EB%A1%9C%2075-1","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-862-4203","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","김희정헤어샵","경기도","동두천시","경기도 동두천시 지행로65, 2층(지행동)","","37.8926766","127.0544782","Geocoding API","https://map.naver.com/p/search/%EA%B9%80%ED%9D%AC%EC%A0%95%ED%97%A4%EC%96%B4%EC%83%B5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A7%80%ED%96%89%EB%A1%9C%2065%20%EB%8F%99%ED%98%84%EB%B9%8C%EB%94%A9","확인 완료","커트 10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","0507-1427-5681","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","까미헤어","경기도","동두천시","경기도 동두천시 평화로2261번길 52(지행동)","","37.8915973","127.0565646","Geocoding API","https://map.naver.com/p/search/%EA%B9%8C%EB%AF%B8%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2261%EB%B2%88%EA%B8%B8%2052","확인 완료","커트 5,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-859-4600","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","노블헤어","경기도","동두천시","경기도 동두천시 거북마루로45, 상가동 202호(생연동)","","37.8974429","127.0509186","Geocoding API","https://map.naver.com/p/search/%EB%85%B8%EB%B8%94%ED%97%A4%EC%96%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EA%B1%B0%EB%B6%81%EB%A7%88%EB%A3%A8%EB%A1%9C%2045%20%EB%8F%99%EB%91%90%EC%B2%9C%20%EB%8C%80%EB%B0%A9%20%EB%85%B8%EB%B8%94%EB%9E%9C%EB%93%9C%20%EC%95%84%ED%8C%8C%ED%8A%B8","확인 완료","커트 20%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-862-4321","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","리안헤어 동두천지행역점","경기도","동두천시","경기도 동두천시 지행로56, 205호(지행동)","","37.8920833","127.0533841","Geocoding API","https://map.naver.com/p/search/%EB%A6%AC%EC%95%88%ED%97%A4%EC%96%B4%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%A7%80%ED%96%89%EC%97%AD%EC%A0%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A7%80%ED%96%89%EB%A1%9C%2056%20%EC%8A%A4%ED%83%80%EC%9B%94%EB%93%9C%EB%B9%8C%EB%94%A9","확인 완료","커트 5,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","0507-1404-8667","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","마샹스헤어살롱","경기도","동두천시","경기도 동두천시 중앙로134-20, 202호(지행동)","","37.8930182","127.0538205","Geocoding API","https://map.naver.com/p/search/%EB%A7%88%EC%83%B9%EC%8A%A4%ED%97%A4%EC%96%B4%EC%82%B4%EB%A1%B1%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20134-20","확인 완료","커트 3,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","0507-1390-5021","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","박미라 헤어스토리","경기도","동두천시","경기도 동두천시 평화로2452-1(생연동)","","37.9066868","127.0583546","Geocoding API","https://map.naver.com/p/search/%EB%B0%95%EB%AF%B8%EB%9D%BC%20%ED%97%A4%EC%96%B4%EC%8A%A4%ED%86%A0%EB%A6%AC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%202452-1","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-867-5116","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","보배헤어샵","경기도","동두천시","경기도 동두천시 중앙로286번길 21-3(생연동)","","37.9072394","127.0554639","Geocoding API","https://map.naver.com/p/search/%EB%B3%B4%EB%B0%B0%ED%97%A4%EC%96%B4%EC%83%B5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C286%EB%B2%88%EA%B8%B8%2021-3%20%EB%B3%B4%EB%B0%B0%EC%A4%91%EC%95%99%EB%B9%8C%EB%9D%BC","확인 완료","커트 1,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-861-9858","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","삐삐머리방","경기도","동두천시","경기도 동두천시 평화로2530번길 35(보산동)","","37.9137556","127.0597922","Geocoding API","https://map.naver.com/p/search/%EC%82%90%EC%82%90%EB%A8%B8%EB%A6%AC%EB%B0%A9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C2530%EB%B2%88%EA%B8%B8%2035","확인 완료","커트 2,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-865-6039","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","샤론의꽃 미용아카데미","경기도","동두천시","경기도 동두천시 중앙로7번길 15(송내동)","","37.8822769","127.0534822","Geocoding API","https://map.naver.com/p/search/%EC%83%A4%EB%A1%A0%EC%9D%98%EA%BD%83%20%EB%AF%B8%EC%9A%A9%EC%95%84%EC%B9%B4%EB%8D%B0%EB%AF%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C7%EB%B2%88%EA%B8%B8%2015%20%ED%8C%AC%ED%83%80%EC%9B%94%EB%93%9C","확인 완료","커트 20%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-821-4438","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","세아떼바버샵","경기도","동두천시","경기도 동두천시 이담로89, 상가동 106호(지행동)","","37.8893173","127.0587061","Geocoding API","https://map.naver.com/p/search/%EC%84%B8%EC%95%84%EB%96%BC%EB%B0%94%EB%B2%84%EC%83%B5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%9D%B4%EB%8B%B4%EB%A1%9C%2089%20%EC%A7%80%ED%96%89%EC%97%AD%20%EB%8F%99%EC%9B%90%EB%B2%A0%EB%84%A4%EC%8A%A4%ED%8A%B8%20%EC%95%84%ED%8C%8C%ED%8A%B8","확인 완료","카드 5%, 현금 10%","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
"미용·뷰티","신성순 헤어아트","경기도","동두천시","경기도 동두천시 중앙로278, 2층(생연동)","","37.9062244","127.0543695","Geocoding API","https://map.naver.com/p/search/%EC%8B%A0%EC%84%B1%EC%88%9C%20%ED%97%A4%EC%96%B4%EC%95%84%ED%8A%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%20278","확인 완료","커트 3,000원","군 장병","업소별 할인율·적용 품목·중복 할인 여부는 방문 전 문의","군인 신분 확인자료(방문 전 문의)","031-862-7652","지자체 공식 자료","https://www.ddc.go.kr/ddc/contents.do?key=1570","2026-08-15","이용 가능","ilwoo-maker","사용자 제공 확장 파일 중 동두천시 공식 출처 행을 정규화"
